"Reservoir","Site","SN","DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent","Cond_uScm","SpCond_uScm","Chla_ugL","Turbidity_NTU","pH","ORP_mV","PAR_umolm2s","CDOM_ugL","Phycoerythrin_ugL","Phycocyanin_ugL","DescRate_ms","Flag_DateTime","Flag_Temp_C","Flag_DO_mgL","Flag_DOsat_percent","Flag_Cond_uScm","Flag_SpCond_uScm","Flag_Chla_ugL","Flag_Turbidity_NTU","Flag_pH","Flag_ORP_mV","Flag_PAR_umolm2s","Flag_CDOM_ugL","Flag_Phycoerythrin_ugL","Flag_Phycocyanin_ugL","Flag_DescRate_ms"
"FCR",50,7809,2026-03-30 10:25:26,3.846,8.2835,8.9543,74.621,25.103914,37.779,3.2143,3.5092,9.934,110.2717,2.7136,NA,NA,NA,0.013,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.849,8.2549,8.9213,74.225,25.091817,37.766,3.1923,3.419,9.934,107.6749,2.7159,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.851,8.237,8.8805,73.831,25.086661,37.761,3.1564,3.3925,9.934,105.1815,2.7118,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.853,8.2277,8.8354,73.409,25.104996,37.788,3.1213,3.4964,9.933,102.8386,2.7015,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.855,8.2233,8.7881,72.973,25.123246,37.817,3.1097,3.6507,9.93,100.3403,2.7075,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.856,8.2172,8.7421,72.566,25.117061,37.811,3.0987,3.6865,9.928,97.8612,2.7192,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.858,8.2147,8.6995,72.22,25.093631,37.781,3.0801,3.6221,9.928,95.7502,2.7111,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.86,8.217,8.648,71.958,25.093631,37.785,3.0848,3.6232,9.928,93.9171,2.7013,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.861,8.2154,8.5944,71.779,25.117052,37.824,3.1053,3.6316,9.928,92.0449,2.7086,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.863,8.2119,8.5464,71.648,25.123133,37.832,3.1118,3.5875,9.927,90.3221,2.7038,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.866,8.2077,8.5054,71.564,25.103739,37.797,3.0964,3.5677,9.926,88.9176,2.6919,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.868,8.203,8.4748,71.559,25.072814,37.741,3.0685,3.5977,9.926,87.3675,2.6875,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.869,8.1995,8.4572,71.611,25.066325,37.722,3.0663,3.6766,9.926,85.6905,2.676,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.871,8.1989,8.4424,71.673,25.088706,37.749,3.0953,3.7018,9.925,84.0417,2.6638,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.874,8.2056,8.4274,71.733,25.089753,37.748,3.1028,3.6633,9.923,82.3162,2.6557,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.876,8.2151,8.4272,71.8,25.078987,37.732,3.0905,3.6889,9.922,80.7457,2.6557,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.879,8.2236,8.434,71.878,25.085381,37.737,3.0879,3.7389,9.92,79.7657,2.6582,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.882,8.2307,8.4399,71.968,25.103639,37.752,3.0957,3.7214,9.92,79.1562,2.6495,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.885,8.2311,8.4465,72.08,25.109499,37.75,3.1094,3.6471,9.92,78.1948,2.6392,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.888,8.2294,8.4542,72.198,25.092822,37.724,3.1041,3.49,9.919,76.9183,2.6352,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.89,8.232,8.4636,72.299,25.092257,37.724,3.0908,3.3932,9.918,75.5091,2.6329,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.891,8.2453,8.4702,72.392,25.102652,37.731,3.0988,3.4675,9.917,74.0621,2.6259,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.894,8.2604,8.4808,72.465,25.091687,37.701,3.0914,3.4658,9.916,72.8449,2.6134,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.896,8.2578,8.498,72.517,25.086531,37.681,3.0189,3.3723,9.915,72.0632,2.6117,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.897,8.2507,8.5084,72.558,25.10373,37.699,2.921,3.3275,9.914,71.6661,2.6225,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.898,8.2604,8.5197,72.575,25.109391,37.704,2.8894,3.3344,9.914,71.0547,2.6294,NA,NA,NA,0.004,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.898,8.2774,8.5245,72.555,25.091562,37.681,2.9123,3.3872,9.913,70.1773,2.6362,NA,NA,NA,0.004,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.899,8.2867,8.5272,72.505,25.078417,37.673,2.9145,3.4202,9.912,69.2315,2.649,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.9,8.2944,8.5322,72.443,25.077276,37.698,2.8582,3.4602,9.911,68.1368,2.6519,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.901,8.2991,8.5331,72.36,25.07775,37.732,2.7806,3.5285,9.911,67.0941,2.6371,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.904,8.2941,8.5324,72.24,25.084124,37.758,2.7504,3.5291,9.911,66.3465,2.6185,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.907,8.2871,8.5255,72.091,25.090917,37.756,2.7501,3.4668,9.91,65.8948,2.5991,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.909,8.2641,8.5247,71.945,25.096471,37.736,2.7273,3.3901,9.908,65.332,2.5898,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.911,8.2217,8.5241,71.809,25.087885,37.698,2.6834,3.3533,9.908,64.446,2.5983,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.912,8.2028,8.5139,71.655,25.050534,37.635,2.6683,3.3981,9.908,63.5282,2.5973,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.913,8.2222,8.4904,71.505,25.025377,37.615,2.6864,3.3855,9.908,62.8393,2.5824,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.914,8.2519,8.4659,71.361,25.037381,37.663,2.7023,3.302,9.908,62.2249,2.57,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.916,8.2787,8.4483,71.219,25.068811,37.728,2.7112,3.2773,9.906,61.4335,2.5597,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.919,8.2883,8.4249,71.108,25.088288,37.759,2.727,3.3261,9.905,60.7575,2.5571,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.921,8.2689,8.4114,71.026,25.082625,37.755,2.7516,3.4137,9.904,60.4173,2.5659,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.922,8.2296,8.4047,70.959,25.063758,37.735,2.7752,3.4148,9.904,60.0728,2.5727,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.923,8.2126,8.3875,70.904,25.050423,37.716,2.8051,3.3389,9.904,59.5185,2.573,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.924,8.2232,8.374,70.849,25.048221,37.7,2.8385,3.3509,9.903,58.9635,2.569,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.926,8.2184,8.3657,70.797,25.037143,37.672,2.8709,3.4567,9.902,58.5245,2.559,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.927,8.2057,8.36,70.74,25.043329,37.696,2.9052,3.5244,9.902,57.7378,2.5506,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.927,8.2007,8.3559,70.652,25.059587,37.76,2.9207,3.4526,9.902,56.7649,2.5425,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.928,8.2169,8.3449,70.535,25.043437,37.776,2.908,3.3395,9.901,56.3128,2.5313,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.93,8.2395,8.3349,70.427,25.038285,37.793,2.9019,3.3529,9.901,56.0568,2.522,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.933,8.2255,8.3324,70.341,25.060692,37.833,2.9135,3.4439,9.9,55.8208,2.5198,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.935,8.1789,8.3321,70.274,25.060692,37.824,2.9068,3.45,9.899,55.6963,2.5252,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.937,8.1402,8.3228,70.191,25.038284,37.785,2.8796,3.392,9.899,55.3254,2.5242,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.938,8.1188,8.3147,70.04,25.043429,37.809,2.8589,3.3914,9.899,54.4332,2.5238,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.939,8.1114,8.3062,69.873,25.05948,37.867,2.848,3.4091,9.899,53.2547,2.5294,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.94,8.1283,8.295,69.756,25.042074,37.876,2.815,3.4002,9.898,52.5199,2.5256,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.943,8.1383,8.2891,69.677,25.023208,37.87,2.7504,3.4202,9.898,52.1736,2.5174,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.946,8.1218,8.2699,69.605,25.021611,37.874,2.7246,3.5157,9.898,52.0795,2.5089,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.949,8.0868,8.2532,69.537,25.022763,37.873,2.744,3.6317,9.897,52.3283,2.5002,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.951,8.0509,8.2487,69.459,25.037138,37.891,2.7441,3.6281,9.896,52.2567,2.4966,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.952,8.0308,8.245,69.356,25.068586,37.938,2.7253,3.5405,9.895,51.4719,2.4996,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.953,8.0264,8.2368,69.238,25.085901,37.968,2.7171,3.4936,9.895,50.4109,2.5032,NA,NA,NA,0.004,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.954,8.0339,8.2277,69.104,25.056236,37.933,2.7277,3.5399,9.894,49.753,2.4994,NA,NA,NA,0.004,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.954,8.0383,8.2195,68.97,25.027,37.903,2.7878,3.6223,9.892,49.539,2.4991,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.955,8.0381,8.2051,68.862,25.049491,37.956,2.869,3.6015,9.892,49.4594,2.5041,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.956,8.0367,8.193,68.806,25.074485,38.014,2.8936,3.5613,9.891,49.3929,2.4976,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.959,8.0264,8.1778,68.812,25.075511,38.03,2.8933,3.5807,9.891,49.2507,2.4777,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.962,8.0131,8.1638,68.868,25.061892,38.019,2.9489,3.6307,9.89,48.8592,2.4687,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.964,7.997,8.1529,68.943,25.036649,37.989,3.0503,3.6539,9.888,48.3591,2.4813,NA,NA,NA,0.008,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.965,7.9768,8.1495,69.007,25.023967,37.98,3.0959,3.5884,9.887,48.1073,2.4887,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.966,7.9643,8.1539,69.072,25.035395,38.015,3.0756,3.5549,9.887,47.7939,2.4849,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.969,7.9569,8.1621,69.15,25.047965,38.048,3.0706,3.591,9.887,47.3224,2.48,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.973,7.9512,8.1759,69.221,25.049108,38.053,3.1355,3.6152,9.887,46.9665,2.4743,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.977,7.9443,8.1824,69.267,25.049211,38.051,3.2364,3.608,9.887,46.7607,2.4746,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.979,7.9249,8.1933,69.287,25.04922,38.051,3.2829,3.5724,9.887,47.0713,2.4724,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.981,7.9096,8.2074,69.298,25.049212,38.053,3.29,3.5602,9.886,47.4532,2.4613,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.984,7.9104,8.2156,69.321,25.049108,38.051,3.3471,3.563,9.884,47.0761,2.4507,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.987,7.9137,8.2216,69.362,25.047965,38.043,3.4415,3.47,9.882,46.5548,2.4392,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.989,7.9144,8.2221,69.42,25.035394,38.022,3.4823,3.3575,9.881,46.3133,2.4349,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.99,7.9108,8.2235,69.479,25.023958,38.01,3.4901,3.3642,9.881,45.962,2.4467,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.993,7.9109,8.2262,69.528,25.036518,38.039,3.4779,3.4831,9.88,45.921,2.4532,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,3.996,7.9201,8.2287,69.594,25.060419,38.08,3.4263,3.634,9.878,46.5066,2.435,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.001,7.924,8.2358,69.685,25.059266,38.08,3.3905,3.6519,9.877,46.6746,2.4121,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.005,7.9161,8.2457,69.759,25.022578,38.024,3.3778,3.5626,9.876,46.1456,2.4039,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.008,7.9057,8.2514,69.798,24.997335,37.989,3.3815,3.5783,9.875,45.6169,2.398,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.01,7.9007,8.2591,69.816,25.007722,38.011,3.4012,3.6716,9.874,44.8425,2.3927,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.012,7.901,8.2734,69.79,25.021332,38.038,3.4002,3.6654,9.873,43.8383,2.3902,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.015,7.9022,8.2829,69.712,25.035043,38.063,3.3777,3.5713,9.872,43.6273,2.3845,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.017,7.9,8.2851,69.599,25.046668,38.086,3.3539,3.5247,9.872,44.0118,2.3795,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.018,7.8935,8.2914,69.459,25.035043,38.074,3.312,3.5127,9.872,44.0136,2.3769,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.021,7.8879,8.2896,69.294,25.021322,38.061,3.2624,3.4256,9.87,43.8213,2.3735,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.024,7.884,8.2794,69.113,25.0076,38.048,3.2288,3.3256,9.867,43.7511,2.3687,NA,NA,NA,0.015,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.029,7.8807,8.2672,68.947,24.995966,38.042,3.205,3.3285,9.866,43.4233,2.3595,NA,NA,NA,0.017,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.034,7.8755,8.251,68.788,25.007487,38.075,3.1916,3.3919,9.865,42.7839,2.3425,NA,NA,NA,0.017,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.039,7.8676,8.234,68.635,25.020057,38.106,3.1829,3.4429,9.864,42.3007,2.3241,NA,NA,NA,0.017,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.044,7.8626,8.21,68.521,25.021097,38.115,3.1828,3.4675,9.863,42.1402,2.315,NA,NA,NA,0.017,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.049,7.853,8.1939,68.451,25.020057,38.122,3.1742,3.4503,9.862,42.2202,2.3173,NA,NA,NA,0.016,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.051,7.8366,8.179,68.409,25.007479,38.11,3.1627,3.4399,9.86,42.2362,2.3197,NA,NA,NA,0.014,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.054,7.8255,8.1598,68.371,24.995846,38.094,3.1847,3.4784,9.858,42.1615,2.3163,NA,NA,NA,0.011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.058,7.8214,8.1479,68.325,25.006232,38.106,3.1983,3.4369,9.858,42.0918,2.315,NA,NA,NA,0.009,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.061,7.8147,8.1416,68.299,25.006232,38.101,3.186,3.314,9.857,41.8232,2.3174,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.061,7.806,8.1392,68.307,24.995844,38.081,3.1686,3.2567,9.857,41.0644,2.3165,NA,NA,NA,0.006,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.062,7.8048,8.1364,68.317,25.007479,38.096,3.1547,3.3254,9.856,40.0584,2.3141,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.062,7.8087,8.1278,68.316,25.020067,38.114,3.1599,3.4614,9.855,39.5545,2.3145,NA,NA,NA,0.003,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.063,7.814,8.1223,68.313,25.021211,38.114,3.1563,3.4664,9.853,39.2744,2.3105,NA,NA,NA,0.003,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.064,7.8188,8.1254,68.318,25.021315,38.109,3.136,3.385,9.852,39.2521,2.2991,NA,NA,NA,0.003,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.066,7.8208,8.126,68.323,25.021323,38.103,3.1394,3.4677,9.851,39.6289,2.2867,NA,NA,NA,0.003,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.066,7.8196,8.1258,68.301,25.021313,38.095,3.1645,3.6123,9.848,39.5283,2.2851,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.066,7.8214,8.1245,68.259,25.021198,38.085,3.1733,3.6651,9.846,38.5519,2.2977,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.066,7.8271,8.1239,68.219,25.01994,38.071,3.1542,3.6617,9.846,37.288,2.3093,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.066,7.8321,8.1258,68.197,25.006102,38.038,3.125,3.6052,9.846,36.7228,2.3128,NA,NA,NA,0.003,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.067,7.8382,8.1211,68.213,24.980735,37.998,3.128,3.5978,9.845,36.7934,2.3137,NA,NA,NA,0.005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.068,7.8464,8.1131,68.26,24.966909,37.989,3.166,3.6401,9.843,36.7654,2.3121,NA,NA,NA,0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.07,7.8572,8.1062,68.305,24.965756,38,3.168,3.6046,9.843,36.7285,2.3059,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.074,7.8719,8.0991,68.353,24.966785,38.013,3.127,3.5099,9.843,36.9497,2.2949,NA,NA,NA,0.012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.078,7.8749,8.1003,68.404,24.979345,38.048,3.0949,3.4178,9.843,36.7726,2.2842,NA,NA,NA,0.015,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.081,7.8586,8.1126,68.43,24.990772,38.091,3.0874,3.3787,9.841,36.2216,2.274,NA,NA,NA,0.018,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.086,7.846,8.1186,68.419,24.9781,38.1,3.1027,3.3788,9.839,35.9665,2.257,NA,NA,NA,0.021,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-03-30 10:25:26,4.091,7.8409,8.1247,68.359,24.952946,38.085,3.1717,3.3506,9.837,35.7535,2.2495,NA,NA,NA,0.022,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
