DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR_umolm2s,DescRate_ms,Flag,Reservoir,Site,SN,CDOM_ugL,Phycoerythrin_ugL,Phycocyanin_ugL
2026-01-21T11:41:23Z,0.206,2.2718,0.6535,4.2153,43.536,23.803926,9.8954,71.219,10.465,290.3968,80.045,1.0515e-13,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2887,0.6434,4.1198,43.501,23.799047,9.8619,70.978,10.466,290.0382,79.915,1.1566e-12,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.3055,0.6358,4.0715,43.435,23.776682,9.8311,70.713,10.467,290.9466,79.397,1.2723e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.3219,0.6523,4.1091,43.429,23.787189,9.7989,70.453,10.467,292.5174,79.548,1.3995e-10,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.338,0.669,4.1994,43.427,23.799263,9.755,70.243,10.466,293.1993,79.578,1.5395e-9,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.354,0.6549,4.2063,43.397,23.795843,9.7239,70.016,10.465,292.997,79.528,1.6934e-8,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.3699,0.6319,4.1248,43.399,23.809268,9.6815,69.749,10.465,292.3948,80.265,1.8627e-7,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.3859,0.6401,4.135,43.425,23.834761,9.6342,69.474,10.465,291.4246,80.655,1.8627e-7,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4014,0.6451,4.1931,43.433,23.850422,9.6112,69.197,10.465,290.7304,81.011,1.6934e-8,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4163,0.6264,4.1787,43.452,23.871805,9.5752,68.92,10.465,290.798,81.796,1.5395e-9,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4299,0.6059,4.131,43.488,23.903059,9.5327,68.668,10.465,291.4679,81.709,1.3995e-10,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4428,0.6133,4.1286,43.483,23.911246,9.4919,68.423,10.466,292.1194,81.148,1.2723e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4562,0.6653,4.2188,43.457,23.907377,9.4517,68.173,10.466,292.3084,81.014,1.1567e-12,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4689,0.6849,4.2304,43.462,23.91971,9.4073,67.97,10.465,292.1173,81.011,1.0597e-13,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4816,0.6516,4.1334,43.469,23.933537,9.3712,67.82,10.465,291.7014,80.871,1.8564e-14,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.4941,0.646,4.2065,43.477,23.947742,9.3379,67.649,10.464,291.1527,80.879,9.9929e-14,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.506,0.6741,4.4316,43.49,23.964626,9.2945,67.435,10.464,290.3008,81.144,1.0897e-12,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5177,0.6924,4.5662,43.441,23.947444,9.2639,67.22,10.465,289.4893,81.287,1.1986e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5292,0.6762,4.5352,43.392,23.930254,9.2461,67.009,10.465,289.5147,81.167,1.3185e-10,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5406,0.6437,4.3992000000000004,43.405,23.947035,9.222,66.807,10.464,289.919,80.928,1.4503e-9,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5518,0.6572,4.3557,43.413,23.960104,9.1846,66.625,10.464,290.3335,80.601,1.5954e-8,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5632,0.7157,4.4202,43.399,23.961446,9.1545,66.433,10.464,290.8274,80.315,1.7549e-7,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5743,0.7352,4.393,43.387,23.963261,9.1226,66.227,10.462,290.9003,80.206,0,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5849,0.71,4.3348,43.405,23.982054,9.0904,66.043,10.46,289.8383,80.124,0,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.5952,0.7265,4.3644,43.42,23.998429,9.0662,65.898,10.46,288.054,79.986,0,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.6055,0.7858,4.4434,43.356,23.971012,9.0385,65.772,10.461,287.4806,79.954,0.003,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.6152,0.8106,4.4707,43.35,23.967644,9.0041,65.62,10.458,288.0681,80.164,0.008,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.6253,0.8018,4.3872,43.475,24.021134,8.9771,65.408,10.447,288.3596,80.2,0.016,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.208,2.6348,0.8126,4.3563,43.462,23.983579,8.9551,65.047,10.432,288.1657,78.297,0.025,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.215,2.6454,0.8415,4.4728,43.145,23.767202,8.9387,64.328,10.416,287.7886,74.588,0.038,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.23,2.6512,0.8511,4.5659,42.769,23.497631,8.9184,63.264,10.395,286.2948,72.209,0.056,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.243,2.6325,0.8289,4.4908,42.618,23.324195,8.8932,62.141,10.359,283.4408,71.891,0.075,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.258,2.5931,0.7479,4.3501,42.678,23.255494,8.8716,61.119,10.314,281.7598,72.416,0.088,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.288,2.5501,0.6453,4.3685,42.799,23.237612,8.7861,60.364,10.269,281.7163,72.994,0.093,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.33,2.4852,0.6212,4.4745,42.894,23.234744,8.6313,60.236,10.232,281.7088,73.283,0.088,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.361,2.3694,0.6232,4.4699,42.926,23.220774,8.5012,60.931,10.202,282.1,73.607,0.078,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.376,2.2354,0.6352,4.4499,42.915,23.1955,8.3928,62.566,10.182,283.1769,73.818,0.061,0,FCR,50,7809,NA,NA,NA
